id Amikacin Capreomycin Ciprofloxacin Ethambutol Ethionamide Isoniazid Kanamycin Moxifloxacin Ofloxacin PAA Prothionamide Pyrazinamide Rifampicin Streptomycin
SAMEA1019006 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019008 1 1 2 1 1 1 1 2 2 2 1 1 1 1
SAMEA1019010 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA1019011 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1019013 1 1 1 1 2 1 1 1 1 1 1 1 1 2
SAMEA1019014 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA1019017 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019022 1 1 1 1 1 1 1 1 1 2 2 1 1 2
SAMEA1019024 1 1 1 1 2 2 2 1 1 1 1 1 2 2
SAMEA1019028 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019029 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1019031 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019033 1 1 1 1 1 1 1 1 2 2 1 1 1 1
SAMEA1019034 1 1 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1019036 1 2 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1019037 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019041 1 1 2 2 1 1 1 2 2 2 1 1 1 1
SAMEA1019047 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA1019048 1 1 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1019049 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1019050 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019052 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019053 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019054 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019055 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1019056 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019058 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019062 2 1 2 1 1 1 2 1 1 1 1 1 1 1
SAMEA1019064 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019065 1 1 1 1 2 2 1 1 1 1 2 1 1 2
SAMEA1019066 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019067 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019068 1 1 1 1 2 1 1 1 1 2 2 1 1 1
SAMEA1019075 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA1019077 1 1 2 1 1 1 1 1 2 1 2 1 1 1
SAMEA1019080 1 1 2 1 1 1 1 2 2 1 1 1 1 1
SAMEA1019082 2 2 1 1 2 1 2 1 1 2 2 1 1 1
SAMEA1019084 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA1019088 1 1 1 1 2 2 1 1 1 1 2 1 1 2
SAMEA1019092 1 2 1 1 2 1 1 1 1 2 1 1 1 2
SAMEA1019093 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019094 1 1 1 1 1 1 1 1 1 1 1 2 1 1
SAMEA1019095 1 1 2 1 1 2 1 2 2 1 1 1 1 1
SAMEA1019099 1 1 1 1 1 2 1 1 1 1 1 1 2 2
SAMEA1019102 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019108 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019109 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA1019110 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019113 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA1019118 1 2 1 1 2 1 2 2 2 1 2 2 1 1
SAMEA1019120 1 1 1 1 1 1 1 2 1 2 1 1 1 1
SAMEA1019126 2 2 2 1 1 1 2 1 2 1 1 1 1 1
SAMEA1019128 1 1 1 2 1 2 1 1 1 1 1 1 2 1
SAMEA1019133 1 1 2 1 1 1 1 1 2 2 1 1 1 1
SAMEA1019134 1 1 1 1 1 2 1 2 2 1 1 1 1 2
SAMEA1019136 1 1 1 1 1 1 1 1 1 1 1 2 1 1
SAMEA1019137 2 2 2 1 1 1 2 2 2 1 1 1 1 1
SAMEA1019139 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019142 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019143 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA1019145 2 2 1 1 1 1 2 1 1 1 2 1 1 1
SAMEA1019146 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019150 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA1019151 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019154 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019155 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019157 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1019164 1 1 1 1 2 1 2 1 2 2 1 1 1 1
SAMEA1019166 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1019167 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019169 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1019171 1 1 2 2 2 2 1 2 2 2 2 1 1 2
SAMEA1019174 2 1 2 1 2 1 2 2 2 1 1 1 1 1
SAMEA1019178 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019181 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019183 2 2 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1019184 1 1 2 2 1 2 1 1 2 2 2 2 2 2
SAMEA1019185 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1019189 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019192 1 1 1 1 1 1 1 1 1 1 1 1 2 1
SAMEA1019194 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019196 1 1 1 1 1 1 1 2 1 1 1 1 1 1
SAMEA1019197 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1019198 1 1 1 1 1 1 1 2 1 1 2 1 1 1
SAMEA1019200 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019202 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019204 2 1 2 1 2 1 2 1 1 1 1 1 1 1
SAMEA1019211 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019212 2 2 2 1 1 1 2 2 2 1 1 1 1 1
SAMEA1019214 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA1019215 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA1019217 1 1 2 2 1 2 1 2 2 2 2 2 2 2
SAMEA1019219 1 1 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1019222 1 1 1 1 1 2 1 2 2 1 1 1 1 1
SAMEA1019224 2 2 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1019228 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019229 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019233 1 1 1 1 1 1 1 1 2 1 1 1 1 1
SAMEA1019241 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019244 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019245 2 1 2 1 2 1 2 2 2 2 1 1 1 1
SAMEA1019246 2 2 2 1 1 1 2 2 2 1 1 1 1 1
SAMEA1019248 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1019249 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA1019250 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019251 1 1 1 1 2 1 1 1 1 1 1 1 1 2
SAMEA1019253 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019256 1 1 1 1 2 1 1 2 1 1 1 1 1 1
SAMEA1019258 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019259 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019265 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019266 1 1 2 1 2 1 1 1 2 1 1 1 1 1
SAMEA1019267 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019270 1 1 1 1 1 1 1 1 1 1 1 2 1 1
SAMEA1019271 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019272 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019274 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1019276 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1019281 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019285 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019286 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019288 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019291 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019293 1 1 1 2 1 2 1 1 1 1 2 2 2 1
SAMEA1019297 1 1 2 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019299 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019300 2 1 2 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019302 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1019303 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019305 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1019306 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019308 2 1 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1019309 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019313 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019315 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019317 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA1019318 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019321 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019323 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019324 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1019330 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1100844 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1100846 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1100847 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA1100848 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1100849 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1100850 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1100851 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1100853 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1100855 1 1 1 1 2 1 2 2 2 1 1 1 1 1
SAMEA1100856 2 2 2 1 1 1 2 1 2 1 1 1 1 1
SAMEA1100857 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1100858 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1100860 2 2 2 1 1 2 2 2 2 1 2 1 1 1
SAMEA1100862 1 1 1 1 1 2 1 1 2 1 1 1 2 1
SAMEA1100868 1 1 1 1 1 2 1 2 1 1 2 1 1 2
SAMEA1100870 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1100872 1 1 1 1 1 2 1 1 1 1 1 1 1 1
SAMEA1100874 2 2 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1100876 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA1100878 1 1 1 1 1 2 1 1 2 1 1 1 1 1
SAMEA1100880 1 2 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1100881 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1100882 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1100883 1 1 2 1 1 1 1 1 1 2 1 1 1 1
SAMEA1100884 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1100885 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1100886 1 1 2 2 1 2 1 2 2 1 1 1 2 2
SAMEA1100887 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1101271 1 1 1 1 1 1 1 1 1 1 1 1 2 1
SAMEA1101272 1 1 2 2 1 2 1 1 1 1 1 2 2 2
SAMEA1101273 1 1 1 1 1 2 1 1 1 1 2 2 1 1
SAMEA1101274 2 2 1 1 1 2 2 1 1 1 1 1 1 1
SAMEA1101275 1 1 2 2 2 2 1 1 2 1 1 2 2 2
SAMEA1101276 1 1 1 2 2 2 1 1 1 1 1 1 2 2
SAMEA1101277 1 1 1 1 1 2 1 1 1 1 2 1 1 2
SAMEA1101278 2 1 2 2 1 2 1 1 1 1 2 2 2 1
SAMEA1101279 1 1 2 2 1 2 1 1 1 1 2 2 2 1
SAMEA1101280 1 1 1 1 1 1 1 1 1 1 1 1 2 1
SAMEA1101281 1 1 1 1 2 2 1 1 1 1 2 1 2 2
SAMEA1101282 1 1 1 1 1 2 1 1 1 1 1 1 1 1
SAMEA1101283 1 1 1 2 1 2 1 1 1 1 2 2 2 1
SAMEA1101284 1 1 1 1 1 1 1 1 1 1 1 1 2 2
SAMEA1101285 1 1 1 1 2 2 2 2 2 2 1 1 1 2
SAMEA1101286 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1101287 1 1 1 1 1 2 1 1 1 1 2 1 1 2
SAMEA1101288 1 1 1 1 2 1 1 1 1 1 1 1 2 1
SAMEA1101289 2 2 2 2 2 2 2 2 2 1 1 2 2 2
SAMEA1101290 1 2 1 1 2 2 1 1 1 1 2 1 1 2
SAMEA1101291 1 1 1 1 1 2 1 1 1 1 1 2 2 1
SAMEA1101292 1 1 1 1 2 2 2 2 2 1 2 1 1 2
SAMEA1101293 1 1 1 2 2 1 1 1 1 1 1 1 2 1
SAMEA1101294 2 2 2 1 1 1 1 2 2 1 2 1 1 1
SAMEA1101295 1 1 1 1 1 2 1 1 1 1 1 1 1 1
SAMEA1101296 2 2 1 1 2 2 2 1 1 1 1 2 2 2
SAMEA1101297 1 1 1 2 2 2 1 1 1 1 2 2 2 2
SAMEA1101298 1 1 1 1 2 2 1 1 1 2 2 1 1 2
SAMEA1101299 1 1 1 1 2 2 1 1 1 1 2 1 1 1
SAMEA1101300 1 1 1 1 2 1 1 1 2 2 1 1 1 1
SAMEA1101301 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1101302 1 1 1 1 1 2 1 2 1 2 2 1 2 2
SAMEA1101303 1 1 1 1 2 2 1 1 1 1 1 2 2 2
SAMEA1101304 1 1 1 1 1 2 1 1 1 1 1 1 1 2
SAMEA1101305 1 1 1 1 1 2 1 1 1 1 1 1 1 1
SAMEA1101306 2 2 2 2 1 2 2 2 2 1 2 1 1 2
SAMEA1101307 1 1 1 1 1 2 1 1 1 1 1 1 2 1
SAMEA1101308 1 2 1 1 2 2 1 1 1 1 1 1 2 2
SAMEA1101309 1 1 1 1 1 2 1 1 1 1 1 1 1 2
SAMEA1101310 1 1 1 2 1 2 1 1 1 1 2 1 2 2
SAMEA1101311 1 1 1 1 1 2 1 1 1 1 2 1 2 2
SAMEA1101312 1 1 1 1 2 1 1 1 1 1 1 1 2 1
SAMEA1101317 1 1 1 1 1 2 1 1 1 1 1 2 2 1
SAMEA1101318 1 1 1 1 1 2 1 1 1 1 1 1 2 1
SAMEA1101326 1 1 1 1 1 1 1 1 1 1 1 1 2 2
SAMEA1101327 1 1 1 1 1 2 1 1 1 1 2 1 1 1
SAMEA1101328 1 2 1 2 1 2 1 1 1 2 2 1 2 2
SAMEA1101329 1 1 1 1 2 2 1 1 1 1 1 2 2 1
SAMEA1101330 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1101331 2 2 1 1 1 2 2 1 1 1 1 1 1 1
SAMEA1101333 1 1 2 1 1 1 1 1 1 1 1 1 1 1
SAMEA1101334 1 1 1 1 2 2 1 1 1 1 1 1 1 1
SAMEA1101335 1 1 1 1 2 2 1 1 1 1 2 1 1 1
SAMEA1101336 2 2 2 1 2 2 2 2 2 1 2 2 2 2
SAMEA1101337 1 1 1 1 1 1 1 1 1 1 1 1 2 1
SAMEA1101339 1 1 1 1 1 1 1 1 1 2 1 1 2 2
SAMEA1101340 2 2 2 2 1 2 2 2 2 1 2 2 2 2
SAMEA1101363 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1101364 1 1 1 2 1 2 1 1 1 1 1 1 2 2
SAMEA1101365 1 1 1 1 1 2 1 1 1 1 2 1 2 2
SAMEA1101366 2 2 2 2 1 2 2 2 1 1 2 2 2 2
SAMEA1101367 1 1 1 1 1 2 1 1 1 1 2 1 2 2
SAMEA1101368 1 1 2 1 1 2 1 1 2 1 1 2 2 2
SAMEA1101369 1 1 1 1 2 2 1 2 2 1 1 1 1 1
SAMEA1101370 1 1 1 1 1 2 1 1 1 2 1 1 1 1
SAMEA1101371 2 2 1 2 2 2 2 1 1 1 2 2 2 2
SAMEA1101372 1 2 1 1 1 1 1 2 2 1 2 1 2 1
SAMEA1101373 2 2 1 1 2 2 2 1 1 1 2 2 2 2
SAMEA1101374 2 2 2 1 1 1 1 2 2 1 1 1 2 1
SAMEA1101375 1 1 1 2 1 2 1 2 1 1 2 2 1 2
SAMEA1101376 1 1 1 1 1 2 1 1 1 1 1 1 2 2
SAMEA1101377 1 1 1 1 2 2 2 2 2 1 2 1 1 1
SAMEA1101378 1 1 2 1 1 1 1 1 1 2 1 1 2 1
SAMEA1101379 2 2 1 2 2 2 2 1 1 1 1 2 2 2
SAMEA1101380 1 1 1 1 1 2 1 1 1 1 2 1 1 1
SAMEA1101381 1 1 1 1 1 2 1 1 1 1 2 1 1 1
SAMEA1101384 1 1 1 1 2 2 1 1 1 1 1 1 1 1
SAMEA1101385 2 1 2 1 1 2 2 1 2 1 1 1 1 1
SAMEA1101387 1 1 1 1 1 2 1 1 1 1 1 1 1 1
SAMEA1101388 1 1 1 2 2 2 1 1 1 1 1 1 2 1
SAMEA1101390 2 2 1 1 1 2 2 1 1 1 1 1 1 1
SAMEA1101391 1 1 1 1 1 1 1 1 1 1 1 1 2 2
SAMEA1101392 1 1 2 2 2 2 1 2 2 1 1 2 2 2
SAMEA1101393 1 1 1 1 1 2 1 2 1 1 2 2 1 1
SAMEA1101394 2 2 2 2 1 2 2 2 2 1 2 2 2 1
SAMEA1101395 1 1 1 2 1 2 1 1 1 1 2 2 2 2
SAMEA1101396 1 1 1 1 1 2 2 1 1 1 2 2 2 2
SAMEA1101397 2 1 2 1 1 1 2 2 2 1 2 1 1 1
SAMEA1101398 1 1 2 1 1 2 1 1 2 1 2 2 2 1
SAMEA1101427 1 1 1 1 1 2 1 1 1 1 1 1 1 1
SAMEA1101428 1 1 1 1 1 2 1 1 1 2 1 1 1 1
SAMEA1101429 2 2 1 2 1 2 2 1 1 1 2 2 2 2
SAMEA1101430 1 1 1 2 1 2 1 1 1 1 1 2 2 2
SAMEA1101431 1 1 2 1 1 1 1 1 1 1 1 1 2 1
SAMEA1101432 1 2 1 1 2 2 1 2 2 2 1 1 1 2
SAMEA1101433 2 1 2 1 1 1 2 1 1 1 1 1 2 2
SAMEA1101434 2 2 2 1 2 1 2 2 2 1 1 1 1 1
SAMEA1101435 1 1 1 1 2 2 1 1 1 1 2 1 1 2
SAMEA1101436 1 1 1 1 1 1 1 1 1 1 1 1 2 1
SAMEA1101437 1 1 1 2 1 2 1 1 1 1 1 2 2 1
SAMEA1101438 1 1 2 1 1 1 1 1 2 2 1 1 2 1
SAMEA1101439 1 1 1 1 1 2 1 1 1 1 1 1 2 2
SAMEA1101440 1 1 2 2 1 2 1 2 2 2 2 2 2 1
SAMEA1101441 1 1 1 1 2 2 1 1 1 1 1 1 1 1
SAMEA1101442 2 2 1 1 1 2 1 1 1 1 1 1 1 1
SAMEA1101443 1 1 1 2 2 2 1 1 1 1 2 1 2 2
SAMEA1101444 1 1 1 1 2 1 1 1 1 2 1 1 1 2
SAMEA1101445 1 1 1 1 2 2 1 1 1 1 1 2 1 2
SAMEA1101446 1 2 1 2 2 2 2 2 2 1 2 1 1 2
SAMEA1101447 1 1 1 1 1 2 1 1 1 1 1 1 2 2
SAMEA1117572 1 1 1 1 1 2 1 1 1 1 1 1 1 1
SAMEA1117599 2 1 2 1 1 1 2 1 1 1 1 1 1 1
SAMEA1117600 2 2 2 2 1 2 2 2 2 1 2 2 2 2
SAMEA1117602 2 1 2 1 1 1 2 2 1 1 1 1 1 1
SAMEA1117603 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117604 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117605 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117607 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117608 1 1 1 1 1 1 2 1 1 2 1 1 1 1
SAMEA1117610 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117611 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117612 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117613 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1117614 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117615 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1117616 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117617 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117618 1 2 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117619 1 1 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1117620 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117622 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117623 1 1 2 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117624 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117625 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117626 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117627 1 1 1 1 2 1 1 1 1 1 2 1 1 1
SAMEA1117628 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117629 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117630 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117631 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117632 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117633 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117635 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117636 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117637 1 1 1 1 1 2 1 1 1 1 2 1 2 2
SAMEA1117638 1 1 1 1 1 1 2 2 2 1 1 1 1 1
SAMEA1117639 1 1 2 1 2 1 1 1 2 1 1 1 1 1
SAMEA1117641 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117642 2 2 2 1 1 1 2 2 2 2 2 1 1 1
SAMEA1117643 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117644 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117645 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1117646 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117647 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117648 1 1 1 1 1 2 1 1 1 1 2 2 2 2
SAMEA1117649 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117650 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117651 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117652 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117653 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117654 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117655 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117656 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117657 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117658 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117659 1 1 1 1 1 2 1 1 1 1 1 1 1 1
SAMEA1117660 2 2 1 1 2 1 2 1 1 1 1 1 1 2
SAMEA1117662 1 1 1 1 1 1 1 1 1 2 2 1 1 2
SAMEA1117664 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117665 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117696 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117698 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117699 2 2 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1117700 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117701 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117702 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117703 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117706 1 1 2 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117707 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117708 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117709 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117710 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA1117712 1 2 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117715 2 2 2 1 1 1 2 1 1 2 2 1 1 1
SAMEA1117716 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117717 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117718 1 1 1 1 1 1 1 1 1 2 1 1 1 2
SAMEA1117719 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117720 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117722 1 1 1 1 1 2 1 1 1 1 2 1 1 2
SAMEA1117723 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117724 1 1 2 1 2 1 1 1 1 2 1 1 1 1
SAMEA1117725 2 2 1 1 1 2 2 1 1 1 2 1 1 1
SAMEA1117726 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117727 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117729 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117730 1 1 1 1 1 1 1 1 1 1 2 2 1 1
SAMEA1117731 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117732 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1117733 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117734 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1117735 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1117737 1 1 1 1 1 1 1 1 1 2 2 1 1 2
SAMEA1117738 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA1117739 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA1117740 1 1 1 1 1 1 1 1 1 1 2 1 1 1
